TRACTCE,GEOID,NAME,centx,centy
101400.00,42013101400.00,1014.00,-78.40,40.50
26600.00,42101026600.00,266.00,-75.15,40.06
26700.00,42101026700.00,267.00,-75.15,40.05
403101.00,42045403101.00,4031.01,-75.28,39.91
403103.00,42045403103.00,4031.03,-75.28,39.92
403104.00,42045403104.00,4031.04,-75.27,39.91
403200.00,42045403200.00,4032.00,-75.29,39.92
403300.00,42045403300.00,4033.00,-75.30,39.93
400802.00,42045400802.00,4008.02,-75.29,39.95
400900.00,42045400900.00,4009.00,-75.29,39.95
401000.00,42045401000.00,4010.00,-75.30,39.95
20500.00,42111020500.00,205.00,-78.96,40.12
20101.00,42111020101.00,201.01,-78.99,40.26
20400.00,42111020400.00,204.00,-78.82,40.11
20800.00,42111020800.00,208.00,-79.11,40.01
21400.00,42111021400.00,214.00,-78.98,39.91
401103.00,42045401103.00,4011.03,-75.31,39.96
211701.00,42079211701.00,2117.01,-75.75,41.28
,,,,
TRACTCE,GEOID,NAME,,centy
210500.00,42079210500.00,2105.00,-75.78,41.35
20600.00,42111020600.00,206.00,-79.06,40.18
21200.00,42111021200.00,212.00,-78.89,40.02
21000.00,42111021000.00,210.00,-79.09,40.01
21100.00,42111021100.00,211.00,-79.06,40.00
20102.00,42111020102.00,201.02,-78.94,40.22
21500.00,42111021500.00,215.00,-79.06,39.83
21800.00,42111021800.00,218.00,-79.15,39.92
21700.00,42111021700.00,217.00,-79.13,39.77
20900.00,42111020900.00,209.00,-79.02,40.03
20200.00,42111020200.00,202.00,-78.79,40.20
26900.00,42101026900.00,269.00,-75.13,40.06
27100.00,42101027100.00,271.00,-75.13,40.05
27200.00,42101027200.00,272.00,-75.12,40.05
27300.00,42101027300.00,273.00,-75.12,40.04
101600.00,42013101600.00,1016.00,-78.40,40.51
101800.00,42013101800.00,1018.00,-78.37,40.52
11002.00,42013011002.00,110.02,-78.43,40.45
301301.00,42089301301.00,3013.01,-75.50,40.93
300202.00,42089300202.00,3002.02,-75.30,41.12
11700.00,42073011700.00,117.00,-80.27,40.86
32600.00,42115032600.00,326.00,-75.87,41.83
32100.00,42115032100.00,321.00,-75.87,41.94
103700.00,42017103700.00,1037.00,-75.17,40.52
105006.00,42017105006.00,1050.06,-74.97,40.18
101504.00,42017101504.00,1015.04,-75.06,40.17
105008.00,42017105008.00,1050.08,-75.04,40.23
100406.00,42017100406.00,1004.06,-74.85,40.16
102003.00,42017102003.00,1020.03,-75.24,40.29
102104.00,42017102104.00,1021.04,-75.28,40.32
103300.00,42017103300.00,1033.00,-75.25,40.48
103900.00,42017103900.00,1039.00,-75.11,40.48
104603.00,42017104603.00,1046.03,-75.15,40.28
100408.00,42017100408.00,1004.08,-74.84,40.15
300502.00,42089300502.00,3005.02,-75.15,41.04
101900.00,42017101900.00,1019.00,-75.21,40.29
950600.00,42065950600.00,9506.00,-79.08,41.14
950200.00,42065950200.00,9502.00,-78.94,41.29
951000.00,42065951000.00,9510.00,-78.89,40.99
951100.00,42065951100.00,9511.00,-78.95,40.95
950800.00,42065950800.00,9508.00,-78.88,41.09
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
950900.00,42047950900.00,9509.00,-78.39,41.32
36201.00,42101036201.00,362.01,-74.99,40.08
428200.00,42003428200.00,4282.00,-79.99,40.49
36202.00,42101036202.00,362.02,-74.98,40.08
27700.00,42101027700.00,277.00,-75.15,40.05
27800.00,42101027800.00,278.00,-75.15,40.04
28000.00,42101028000.00,280.00,-75.15,40.03
27600.00,42101027600.00,276.00,-75.14,40.04
28200.00,42101028200.00,282.00,-75.14,40.03
28400.00,42101028400.00,284.00,-75.14,40.03
10800.00,42049010800.00,108.00,-80.15,42.08
28500.00,42101028500.00,285.00,-75.13,40.03
28600.00,42101028600.00,286.00,-75.13,40.03
28700.00,42101028700.00,287.00,-75.13,40.02
29000.00,42101029000.00,290.00,-75.12,40.03
29300.00,42101029300.00,293.00,-75.09,40.01
29400.00,42101029400.00,294.00,-75.09,40.01
16001.00,42095016001.00,160.01,-75.52,40.77
16100.00,42095016100.00,161.00,-75.60,40.75
404103.00,42045404103.00,4041.03,-75.32,39.87
407501.00,42045407501.00,4075.01,-75.39,39.92
407502.00,42045407502.00,4075.02,-75.39,39.92
605200.00,42007605200.00,6052.00,-80.34,40.77
36203.00,42101036203.00,362.03,-74.97,40.08
9801.00,42101009801.00,98.01,-75.27,39.98
12201.00,42101012201.00,122.01,-75.21,40.00
7101.00,42101007101.00,71.01,-75.22,39.94
2801.00,42101002801.00,28.01,-75.16,39.93
100.00,42081000100.00,1.00,-77.00,41.26
300.00,42081000300.00,3.00,-77.03,41.24
400.00,42081000400.00,4.00,-77.01,41.24
500.00,42081000500.00,5.00,-77.00,41.25
29800.00,42101029800.00,298.00,-75.07,40.02
29900.00,42101029900.00,299.00,-75.07,40.01
30100.00,42101030100.00,301.00,-75.09,40.02
30200.00,42101030200.00,302.00,-75.08,40.03
30600.00,42101030600.00,306.00,-75.09,40.05
36301.00,42101036301.00,363.01,-74.97,40.09
36302.00,42101036302.00,363.02,-74.98,40.10
36303.00,42101036303.00,363.03,-74.97,40.11
,,,,
TRACTCE,GEOID,NAME,,centy
36400.00,42101036400.00,364.00,-74.99,40.11
30700.00,42101030700.00,307.00,-75.09,40.06
30800.00,42101030800.00,308.00,-75.08,40.05
30900.00,42101030900.00,309.00,-75.09,40.04
31000.00,42101031000.00,310.00,-75.07,40.05
31300.00,42101031300.00,313.00,-75.07,40.04
31600.00,42101031600.00,316.00,-75.06,40.03
31700.00,42101031700.00,317.00,-75.07,40.03
31800.00,42101031800.00,318.00,-75.08,40.03
32000.00,42101032000.00,320.00,-75.05,40.03
32100.00,42101032100.00,321.00,-75.06,40.02
32500.00,42101032500.00,325.00,-75.05,40.03
32600.00,42101032600.00,326.00,-75.04,40.03
10800.00,42081010800.00,108.00,-76.78,41.22
200.00,42081000200.00,2.00,-77.02,41.25
10300.00,42081010300.00,103.00,-77.21,41.28
11400.00,42081011400.00,114.00,-77.04,41.20
10400.00,42081010400.00,104.00,-77.06,41.37
10500.00,42081010500.00,105.00,-76.88,41.39
10600.00,42081010600.00,106.00,-76.62,41.25
10200.00,42081010200.00,102.00,-77.42,41.40
10100.00,42081010100.00,101.00,-77.11,41.48
11700.00,42081011700.00,117.00,-76.98,41.15
11200.00,42081011200.00,112.00,-76.99,41.28
989100.00,42101989100.00,9891.00,-75.01,40.03
32900.00,42101032900.00,329.00,-75.03,40.04
950100.00,42015950100.00,9501.00,-76.22,41.86
33000.00,42101033000.00,330.00,-75.03,40.03
33300.00,42101033300.00,333.00,-75.04,40.06
33400.00,42101033400.00,334.00,-75.05,40.05
33800.00,42101033800.00,338.00,-75.07,40.06
33900.00,42101033900.00,339.00,-75.09,40.07
34000.00,42101034000.00,340.00,-75.07,40.07
34100.00,42101034100.00,341.00,-75.08,40.08
34200.00,42101034200.00,342.00,-75.07,40.08
34400.00,42101034400.00,344.00,-75.05,40.09
34600.00,42101034600.00,346.00,-75.02,40.07
34701.00,42101034701.00,347.01,-75.03,40.07
403401.00,42045403401.00,4034.01,-75.28,39.90
8602.00,42101008602.00,86.02,-75.22,39.96
9802.00,42101009802.00,98.02,-75.27,39.97
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
37500.00,42101037500.00,375.00,-75.25,39.98
18001.00,42101018001.00,180.01,-75.11,39.98
404003.00,42045404003.00,4040.03,-75.31,39.91
404004.00,42045404004.00,4040.04,-75.31,39.90
404300.00,42045404300.00,4043.00,-75.33,39.86
404500.00,42045404500.00,4045.00,-75.37,39.87
404600.00,42045404600.00,4046.00,-75.37,39.86
3800.00,42107003800.00,38.00,-76.39,40.55
900.00,42107000900.00,9.00,-76.32,40.77
3000.00,42107003000.00,30.00,-76.05,40.64
3700.00,42107003700.00,37.00,-76.48,40.59
11100.00,42021011100.00,111.00,-78.99,40.30
11800.00,42021011800.00,118.00,-78.79,40.64
12600.00,42021012600.00,126.00,-78.73,40.49
12200.00,42021012200.00,122.00,-78.52,40.56
11000.00,42101011000.00,110.00,-75.21,39.97
11100.00,42101011100.00,111.00,-75.22,39.98
11300.00,42101011300.00,113.00,-75.24,39.98
11400.00,42101011400.00,114.00,-75.24,39.98
11500.00,42101011500.00,115.00,-75.25,39.98
11800.00,42101011800.00,118.00,-75.24,39.99
11900.00,42101011900.00,119.00,-75.23,39.99
12000.00,42101012000.00,120.00,-75.23,40.00
12100.00,42101012100.00,121.00,-75.22,40.00
12500.00,42101012500.00,125.00,-75.17,39.96
13100.00,42101013100.00,131.00,-75.15,39.97
13500.00,42101013500.00,135.00,-75.17,39.97
13700.00,42101013700.00,137.00,-75.18,39.98
605700.00,42007605700.00,6057.00,-80.25,40.61
3002.00,42101003002.00,30.02,-75.17,39.93
500.00,42107000500.00,5.00,-76.14,40.81
31401.00,42101031401.00,314.01,-75.07,40.05
13401.00,42101013401.00,134.01,-75.18,39.97
18002.00,42101018002.00,180.02,-75.11,39.98
13800.00,42101013800.00,138.00,-75.18,39.98
13900.00,42101013900.00,139.00,-75.17,39.98
14100.00,42101014100.00,141.00,-75.15,39.97
800.00,42107000800.00,8.00,-76.23,40.78
1000.00,42107001000.00,10.00,-76.34,40.78
1500.00,42107001500.00,15.00,-76.26,40.69
,,,,
TRACTCE,GEOID,NAME,,centy
2100.00,42107002100.00,21.00,-76.17,40.69
2300.00,42107002300.00,23.00,-76.19,40.72
14200.00,42101014200.00,142.00,-75.14,39.97
605600.00,42007605600.00,6056.00,-80.27,40.71
6800.00,42077006800.00,68.00,-75.40,40.60
6902.00,42077006902.00,69.02,-75.39,40.51
6903.00,42077006903.00,69.03,-75.39,40.55
7000.00,42077007000.00,70.00,-75.47,40.47
404700.00,42045404700.00,4047.00,-75.36,39.86
406402.00,42045406402.00,4064.02,-75.40,39.85
406500.00,42045406500.00,4065.00,-75.40,39.82
401502.00,42045401502.00,4015.02,-75.30,39.92
12500.00,42021012500.00,125.00,-78.74,40.49
2400.00,42107002400.00,24.00,-76.12,40.74
35701.00,42101035701.00,357.01,-75.03,40.11
2200.00,42107002200.00,22.00,-76.17,40.71
35702.00,42101035702.00,357.02,-75.04,40.11
2700.00,42107002700.00,27.00,-75.93,40.80
601800.00,42007601800.00,6018.00,-80.20,40.72
300.00,42107000300.00,3.00,-76.01,40.85
1600.00,42107001600.00,16.00,-76.26,40.67
3200.00,42107003200.00,32.00,-76.17,40.65
700.00,42107000700.00,7.00,-76.22,40.81
1200.00,42107001200.00,12.00,-76.54,40.65
3400.00,42107003400.00,34.00,-76.13,40.59
1900.00,42107001900.00,19.00,-76.20,40.69
400.00,42107000400.00,4.00,-76.12,40.81
2000.00,42107002000.00,20.00,-76.20,40.69
2900.00,42107002900.00,29.00,-75.90,40.73
1100.00,42107001100.00,11.00,-76.50,40.70
1700.00,42107001700.00,17.00,-76.21,40.67
2500.00,42107002500.00,25.00,-76.02,40.75
200.00,42107000200.00,2.00,-75.99,40.90
3900.00,42107003900.00,39.00,-76.42,40.54
2600.00,42107002600.00,26.00,-75.95,40.81
300308.00,42089300308.00,3003.08,-75.41,41.20
300305.00,42089300305.00,3003.05,-75.34,41.20
301401.00,42089301401.00,3014.01,-75.05,41.06
300501.00,42089300501.00,3005.01,-75.12,41.00
301402.00,42089301402.00,3014.02,-75.09,41.11
300312.00,42089300312.00,3003.12,-75.58,41.13
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
301205.00,42089301205.00,3012.05,-75.42,40.98
301002.00,42089301002.00,3010.02,-75.21,40.96
301101.00,42089301101.00,3011.01,-75.31,40.95
301001.00,42089301001.00,3010.01,-75.23,41.03
301102.00,42089301102.00,3011.02,-75.27,40.92
300307.00,42089300307.00,3003.07,-75.37,41.19
300309.00,42089300309.00,3003.09,-75.49,41.09
300311.00,42089300311.00,3003.11,-75.47,41.12
301204.00,42089301204.00,3012.04,-75.46,40.97
12800.00,42021012800.00,128.00,-78.58,40.45
12403.00,42071012403.00,124.03,-76.22,40.18
12404.00,42071012404.00,124.04,-76.15,40.18
12104.00,42071012104.00,121.04,-76.26,40.16
11902.00,42071011902.00,119.02,-76.27,40.11
11705.00,42071011705.00,117.05,-76.37,40.07
11704.00,42071011704.00,117.04,-76.38,40.06
13304.00,42071013304.00,133.04,-76.25,40.00
13303.00,42071013303.00,133.03,-76.25,39.98
11901.00,42071011901.00,119.01,-76.33,40.12
13000.00,42021013000.00,130.00,-78.67,40.39
13300.00,42021013300.00,133.00,-78.75,40.29
10100.00,42021010100.00,101.00,-78.90,40.37
2800.00,42107002800.00,28.00,-75.92,40.82
3100.00,42107003100.00,31.00,-76.10,40.65
3300.00,42107003300.00,33.00,-76.17,40.63
10500.00,42021010500.00,105.00,-78.89,40.30
33701.00,42101033701.00,337.01,-75.05,40.07
33702.00,42101033702.00,337.02,-75.06,40.07
20102.00,42101020102.00,201.02,-75.15,40.01
31101.00,42101031101.00,311.01,-75.08,40.04
31102.00,42101031102.00,311.02,-75.08,40.04
19502.00,42101019502.00,195.02,-75.13,40.00
19501.00,42101019501.00,195.01,-75.13,40.00
28902.00,42101028902.00,289.02,-75.11,40.02
33101.00,42101033101.00,331.01,-75.04,40.04
33102.00,42101033102.00,331.02,-75.03,40.05
31501.00,42101031501.00,315.01,-75.05,40.04
603900.00,42007603900.00,6039.00,-80.22,40.61
601700.00,42007601700.00,6017.00,-80.27,40.75
1102.00,42101001102.00,11.02,-75.16,39.94
,,,,
TRACTCE,GEOID,NAME,,centy
803.00,42101000803.00,8.03,-75.17,39.95
980900.00,42101980900.00,9809.00,-75.21,39.90
17201.00,42101017201.00,172.01,-75.17,40.00
980800.00,42101980800.00,9808.00,-75.26,39.97
8601.00,42101008601.00,86.01,-75.22,39.95
37700.00,42101037700.00,377.00,-75.15,39.98
980000.00,42101980000.00,9800.00,-75.20,39.99
212900.00,42079212900.00,2129.00,-75.89,41.26
213000.00,42079213000.00,2130.00,-75.90,41.26
213100.00,42079213100.00,2131.00,-75.88,41.26
402.00,42075000402.00,4.02,-76.41,40.35
213300.00,42079213300.00,2133.00,-75.91,41.28
213600.00,42079213600.00,2136.00,-75.94,41.24
213700.00,42079213700.00,2137.00,-75.95,41.24
213800.00,42079213800.00,2138.00,-75.96,41.24
214000.00,42079214000.00,2140.00,-76.01,41.21
214100.00,42079214100.00,2141.00,-76.01,41.20
214200.00,42079214200.00,2142.00,-75.99,41.20
214300.00,42079214300.00,2143.00,-75.99,41.19
214400.00,42079214400.00,2144.00,-76.00,41.19
214500.00,42079214500.00,2145.00,-75.94,41.23
210700.00,42079210700.00,2107.00,-75.79,41.34
210800.00,42079210800.00,2108.00,-75.78,41.32
210900.00,42079210900.00,2109.00,-75.79,41.32
211000.00,42079211000.00,2110.00,-75.80,41.33
112902.00,42069112902.00,1129.02,-75.49,41.31
215000.00,42079215000.00,2150.00,-75.94,41.19
215100.00,42079215100.00,2151.00,-75.90,41.21
215200.00,42079215200.00,2152.00,-75.86,41.23
215501.00,42079215501.00,2155.01,-75.86,41.16
10700.00,42101010700.00,107.00,-75.21,39.97
10800.00,42101010800.00,108.00,-75.20,39.97
10600.00,42101010600.00,106.00,-75.21,39.96
5400.00,42101005400.00,54.00,-75.26,39.89
5500.00,42101005500.00,55.00,-75.25,39.91
960800.00,42127960800.00,9608.00,-75.28,41.54
961300.00,42127961300.00,9613.00,-75.38,41.32
960100.00,42127960100.00,9601.00,-75.24,41.84
960700.00,42127960700.00,9607.00,-75.25,41.58
960500.00,42127960500.00,9605.00,-75.13,41.70
960200.00,42127960200.00,9602.00,-75.40,41.84
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
961200.00,42127961200.00,9612.00,-75.37,41.40
960400.00,42127960400.00,9604.00,-75.26,41.68
961100.00,42127961100.00,9611.00,-75.26,41.44
960300.00,42127960300.00,9603.00,-75.40,41.64
961400.00,42127961400.00,9614.00,-75.42,41.25
960600.00,42127960600.00,9606.00,-75.17,41.56
5600.00,42101005600.00,56.00,-75.24,39.90
500.00,42101000500.00,5.00,-75.16,39.95
700.00,42101000700.00,7.00,-75.17,39.95
34803.00,42101034803.00,348.03,-75.00,40.06
6000.00,42101006000.00,60.00,-75.24,39.91
6100.00,42101006100.00,61.00,-75.23,39.91
6300.00,42101006300.00,63.00,-75.24,39.92
6400.00,42101006400.00,64.00,-75.24,39.93
26800.00,42101026800.00,268.00,-75.14,40.06
5000.00,42101005000.00,50.00,-75.17,39.89
10204.00,42041010204.00,102.04,-76.94,40.27
11101.00,42041011101.00,111.01,-76.93,40.20
12701.00,42041012701.00,127.01,-77.25,40.10
12702.00,42041012702.00,127.02,-77.34,40.08
331402.00,42033331402.00,3314.02,-78.54,41.06
331401.00,42033331401.00,3314.01,-78.60,40.97
24900.00,42043024900.00,249.00,-76.63,40.59
25000.00,42043025000.00,250.00,-76.70,40.58
212300.00,42079212300.00,2123.00,-75.90,41.29
23400.00,42133023400.00,234.00,-76.61,40.03
11201.00,42027011201.00,112.01,-77.82,40.87
51300.00,42037051300.00,513.00,-76.42,40.98
50100.00,42037050100.00,501.00,-76.37,41.21
50600.00,42037050600.00,506.00,-76.24,41.06
50400.00,42037050400.00,504.00,-76.38,41.08
51500.00,42037051500.00,515.00,-76.37,40.90
50700.00,42037050700.00,507.00,-76.26,41.05
50500.00,42037050500.00,505.00,-76.28,41.09
50200.00,42037050200.00,502.00,-76.52,41.14
51400.00,42037051400.00,514.00,-76.30,41.01
50800.00,42037050800.00,508.00,-76.38,41.02
1600.00,42133001600.00,16.00,-76.73,39.97
746301.00,42125746301.00,7463.01,-80.10,40.26
746302.00,42125746302.00,7463.02,-80.05,40.27
,,,,
TRACTCE,GEOID,NAME,,centy
796000.00,42125796000.00,7960.00,-80.40,40.04
795900.00,42125795900.00,7959.00,-79.96,40.03
14400.00,42101014400.00,144.00,-75.14,39.97
36600.00,42101036600.00,366.00,-75.14,39.94
10400.00,42133010400.00,104.00,-76.69,39.95
206905.00,42091206905.00,2069.05,-75.36,40.24
5704.00,42077005704.00,57.04,-75.49,40.62
13500.00,42021013500.00,135.00,-78.90,40.31
10520.00,42133010520.00,105.20,-76.71,39.94
20800.00,42133020800.00,208.00,-76.79,40.07
20521.00,42133020521.00,205.21,-76.85,39.91
20720.00,42133020720.00,207.20,-76.82,39.99
21712.00,42133021712.00,217.12,-76.83,39.85
23822.00,42133023822.00,238.22,-76.66,39.75
10210.00,42133010210.00,102.10,-76.69,39.98
21220.00,42133021220.00,212.20,-76.77,40.02
22910.00,42133022910.00,229.10,-76.65,39.93
20910.00,42133020910.00,209.10,-76.74,40.12
20600.00,42133020600.00,206.00,-76.88,40.01
20510.00,42133020510.00,205.10,-76.94,39.92
23200.00,42133023200.00,232.00,-76.57,39.89
21210.00,42133021210.00,212.10,-76.75,39.99
23100.00,42133023100.00,231.00,-76.61,39.90
20310.00,42133020310.00,203.10,-76.96,40.14
21410.00,42133021410.00,214.10,-76.78,39.98
21720.00,42133021720.00,217.20,-76.78,39.89
22600.00,42133022600.00,226.00,-76.71,39.85
23810.00,42133023810.00,238.10,-76.71,39.77
21500.00,42133021500.00,215.00,-76.80,39.95
21902.00,42111021902.00,219.02,-79.29,39.78
21901.00,42111021901.00,219.01,-79.30,39.91
215701.00,42079215701.00,2157.01,-76.10,41.23
217100.00,42079217100.00,2171.00,-75.96,40.97
300.00,42073000300.00,3.00,-80.35,41.01
400.00,42073000400.00,4.00,-80.36,41.00
700.00,42073000700.00,7.00,-80.34,40.99
800.00,42073000800.00,8.00,-80.33,40.99
900.00,42073000900.00,9.00,-80.35,40.99
1000.00,42073001000.00,10.00,-80.37,40.98
10510.00,42133010510.00,105.10,-76.74,39.94
1300.00,42133001300.00,13.00,-76.75,39.96
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
1400.00,42133001400.00,14.00,-76.75,39.98
1500.00,42133001500.00,15.00,-76.74,39.97
410700.00,42045410700.00,4107.00,-75.37,39.84
410800.00,42045410800.00,4108.00,-75.38,39.89
10400.00,42073010400.00,104.00,-80.45,41.09
11300.00,42073011300.00,113.00,-80.45,40.91
600.00,42133000600.00,6.00,-76.71,39.96
700.00,42133000700.00,7.00,-76.72,39.96
800.00,42133000800.00,8.00,-76.72,39.95
900.00,42133000900.00,9.00,-76.73,39.95
1000.00,42133001000.00,10.00,-76.73,39.96
1200.00,42133001200.00,12.00,-76.74,39.96
11400.00,42073011400.00,114.00,-80.37,40.88
11600.00,42073011600.00,116.00,-80.28,40.87
10401.00,42013010401.00,104.01,-78.33,40.60
10300.00,42073010300.00,103.00,-80.33,41.12
10220.00,42133010220.00,102.20,-76.67,39.97
20420.00,42133020420.00,204.20,-77.02,40.11
216501.00,42079216501.00,2165.01,-76.06,40.99
216700.00,42079216700.00,2167.00,-75.90,41.02
216800.00,42079216800.00,2168.00,-75.83,41.02
20710.00,42133020710.00,207.10,-76.84,39.99
21100.00,42133021100.00,211.00,-76.73,40.02
210300.00,42079210300.00,2103.00,-75.74,41.34
10120.00,42133010120.00,101.20,-76.70,40.00
11800.00,42073011800.00,118.00,-80.29,40.86
10700.00,42073010700.00,107.00,-80.37,41.00
11200.00,42073011200.00,112.00,-80.47,40.98
21420.00,42133021420.00,214.20,-76.80,39.97
21900.00,42133021900.00,219.00,-76.97,39.79
23710.00,42133023710.00,237.10,-76.62,39.83
10110.00,42133010110.00,101.10,-76.66,40.00
1100.00,42133001100.00,11.00,-76.74,39.95
500.00,42133000500.00,5.00,-76.71,39.97
20921.00,42133020921.00,209.21,-76.78,40.15
22500.00,42133022500.00,225.00,-76.79,39.78
22920.00,42133022920.00,229.20,-76.64,39.89
100.00,42133000100.00,1.00,-76.73,39.96
300.00,42133000300.00,3.00,-76.72,39.97
400.00,42133000400.00,4.00,-76.71,39.97
,,,,
TRACTCE,GEOID,NAME,,centy
12100.00,42027012100.00,121.00,-77.86,40.80
802101.00,42129802101.00,8021.01,-79.69,40.47
802600.00,42129802600.00,8026.00,-79.62,40.33
804600.00,42129804600.00,8046.00,-79.58,40.24
805800.00,42129805800.00,8058.00,-79.85,40.17
807000.00,42129807000.00,8070.00,-79.45,40.17
17703.00,42095017703.00,177.03,-75.39,40.65
12204.00,42101012204.00,122.04,-75.21,40.00
804300.00,42129804300.00,8043.00,-79.55,40.29
804801.00,42129804801.00,8048.01,-79.60,40.30
805200.00,42129805200.00,8052.00,-79.87,40.15
12203.00,42101012203.00,122.03,-75.21,40.01
13602.00,42101013602.00,136.02,-75.18,39.97
34502.00,42101034502.00,345.02,-75.04,40.08
902.00,42101000902.00,9.02,-75.16,39.95
804.00,42101000804.00,8.04,-75.17,39.95
1202.00,42101001202.00,12.02,-75.17,39.95
1201.00,42101001201.00,12.01,-75.18,39.95
2702.00,42101002702.00,27.02,-75.15,39.93
300700.00,42089300700.00,3007.00,-75.18,40.99
160102.00,42031160102.00,1601.02,-79.28,41.23
206704.00,42091206704.00,2067.04,-75.41,40.21
13600.00,42021013600.00,136.00,-78.94,40.36
13700.00,42021013700.00,137.00,-78.83,40.26
12100.00,42049012100.00,121.00,-79.97,41.93
330900.00,42033330900.00,3309.00,-78.31,40.88
330100.00,42033330100.00,3301.00,-78.77,41.12
331500.00,42033331500.00,3315.00,-78.70,40.91
330400.00,42033330400.00,3304.00,-78.70,41.16
331300.00,42033331300.00,3313.00,-78.46,40.99
330600.00,42033330600.00,3306.00,-78.44,41.13
331700.00,42033331700.00,3317.00,-78.39,40.81
330800.00,42033330800.00,3308.00,-78.17,41.00
331600.00,42033331600.00,3316.00,-78.50,40.85
330500.00,42033330500.00,3305.00,-78.63,41.13
331900.00,42033331900.00,3319.00,-78.70,40.78
330700.00,42033330700.00,3307.00,-78.25,41.15
331000.00,42033331000.00,3310.00,-78.34,40.98
331800.00,42033331800.00,3318.00,-78.51,40.76
30600.00,42035030600.00,306.00,-77.43,41.13
30800.00,42035030800.00,308.00,-77.45,41.05
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
30200.00,42035030200.00,302.00,-77.67,41.16
30300.00,42035030300.00,303.00,-77.53,41.25
30500.00,42035030500.00,305.00,-77.36,41.14
30400.00,42035030400.00,304.00,-77.33,41.19
30900.00,42035030900.00,309.00,-77.30,41.05
30100.00,42035030100.00,301.00,-77.83,41.34
30700.00,42035030700.00,307.00,-77.46,41.14
400600.00,42131400600.00,4006.00,-75.98,41.50
400500.00,42131400500.00,4005.00,-75.84,41.49
400200.00,42131400200.00,4002.00,-76.11,41.52
400700.00,42131400700.00,4007.00,-76.02,41.42
400100.00,42131400100.00,4001.00,-76.12,41.61
400300.00,42131400300.00,4003.00,-75.81,41.60
400400.00,42131400400.00,4004.00,-75.91,41.55
950500.00,42117950500.00,9505.00,-77.00,41.77
17102.00,42095017102.00,171.02,-75.22,40.74
18200.00,42095018200.00,182.00,-75.11,40.88
70202.00,42067070202.00,702.02,-77.47,40.52
1501.00,42077001501.00,15.01,-75.47,40.58
70201.00,42067070201.00,702.01,-77.64,40.39
15801.00,42095015801.00,158.01,-75.32,40.78
215400.00,42079215400.00,2154.00,-75.83,41.10
210100.00,42079210100.00,2101.00,-75.72,41.31
217002.00,42079217002.00,2170.02,-76.00,40.98
201600.00,42079201600.00,2016.00,-75.84,41.26
215300.00,42079215300.00,2153.00,-75.74,41.19
216900.00,42079216900.00,2169.00,-75.93,40.97
420300.00,42083420300.00,4203.00,-78.65,41.96
1502.00,42077001502.00,15.02,-75.46,40.57
1700.00,42077001700.00,17.00,-75.48,40.61
100.00,42021000100.00,1.00,-78.92,40.33
200.00,42021000200.00,2.00,-78.92,40.32
50100.00,42003050100.00,501.00,-79.97,40.45
70600.00,42003070600.00,706.00,-79.93,40.45
80700.00,42003080700.00,807.00,-79.93,40.46
90100.00,42003090100.00,901.00,-79.96,40.48
111500.00,42003111500.00,1115.00,-79.92,40.46
406600.00,42045406600.00,4066.00,-75.42,39.81
50100.00,42093050100.00,501.00,-76.68,41.09
50300.00,42093050300.00,503.00,-76.61,40.96
,,,,
TRACTCE,GEOID,NAME,,centy
50400.00,42093050400.00,504.00,-76.65,40.99
50200.00,42093050200.00,502.00,-76.60,40.96
961100.00,42087961100.00,9611.00,-77.54,40.63
961200.00,42087961200.00,9612.00,-77.42,40.69
960800.00,42087960800.00,9608.00,-77.58,40.60
420400.00,42083420400.00,4204.00,-78.63,41.97
420900.00,42083420900.00,4209.00,-78.62,41.71
980000.00,42045980000.00,9800.00,-75.25,39.86
950800.00,42005950800.00,9508.00,-79.47,40.72
950200.00,42005950200.00,9502.00,-79.49,40.94
951200.00,42005951200.00,9512.00,-79.62,40.76
1800.00,42077001800.00,18.00,-75.48,40.60
1900.00,42077001900.00,19.00,-75.49,40.61
2000.00,42077002000.00,20.00,-75.49,40.60
11302.00,42055011302.00,113.02,-77.74,39.97
28100.00,42101028100.00,281.00,-75.15,40.03
35302.00,42101035302.00,353.02,-75.00,40.07
2000.00,42101002000.00,20.00,-75.18,39.94
14300.00,42101014300.00,143.00,-75.13,39.97
805902.00,42129805902.00,8059.02,-79.80,40.19
1101.00,42101001101.00,11.01,-75.16,39.94
27402.00,42101027402.00,274.02,-75.13,40.04
36502.00,42101036502.00,365.02,-75.00,40.12
215900.00,42079215900.00,2159.00,-76.26,41.25
214600.00,42079214600.00,2146.00,-75.92,41.22
214900.00,42079214900.00,2149.00,-75.91,41.19
216502.00,42079216502.00,2165.02,-76.09,41.00
215502.00,42079215502.00,2155.02,-75.90,41.12
213900.00,42079213900.00,2139.00,-76.01,41.24
260900.00,42051260900.00,2609.00,-79.65,40.00
6701.00,42077006701.00,67.01,-75.42,40.60
6702.00,42077006702.00,67.02,-75.44,40.57
261401.00,42051261401.00,2614.01,-79.86,39.95
262701.00,42051262701.00,2627.01,-79.61,39.79
